id	English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	phrase
3468	determined	0	0	0	0	0	0	1	0	0	0	I am determined to finish this novel before the end of the long weekend.
3469	detest	1	0	1	0	0	1	0	0	0	0	I detest grocery shopping on Saturday mornings more than almost any other chore.
3470	detonate	0	0	0	1	0	1	0	0	1	0	Bomb squads carefully decided whether to detonate or disarm the suspicious package.
3471	detonation	1	0	0	0	0	0	0	0	0	0	The detonation rattled windows several blocks away from the controlled demolition site.
3473	detract	1	0	0	0	0	1	0	0	0	0	Don't let one bad review detract from how proud you should be of your novel.
3474	detriment	0	0	0	0	0	1	0	0	0	0	Skipping breakfast is to my detriment, especially on long workout mornings.
3475	detrimental	0	0	0	0	0	1	0	0	0	0	Too much screen time before bed is detrimental to deep sleep, my doctor warned.
3476	detritus	0	0	0	0	0	1	0	0	0	0	We cleaned up the detritus from the storm before the kids could find anything dangerous.
3478	devastate	1	0	0	1	0	1	0	1	0	0	News of the layoff would devastate her if she heard it secondhand from a coworker.
3479	devastating	1	0	1	1	0	1	0	1	0	1	Critics gave the novel a devastating review that the author later said was fair.
3480	devastation	1	0	0	1	0	1	0	1	1	0	The devastation in the wildfire zone was hard to comprehend until you saw it in person.
3481	develop	0	1	0	0	0	0	1	0	0	0	With practice, anyone can develop a decent jump shot in just a few weeks.
3486	deviation	0	0	0	0	0	0	0	1	0	0	Any deviation from the recipe usually results in cookies that don't quite turn out right.
3488	devil	1	1	1	1	0	1	0	1	0	0	That devil of a dog stole an entire roast chicken right off the counter.
3489	devilish	0	0	1	1	0	1	0	0	0	0	There is a devilish twinkle in her eye whenever she is about to suggest a dare.
3490	devious	0	0	0	0	0	1	0	0	0	0	I refuse to play poker with him because his devious mind always wins.
3493	devolution	0	0	0	0	0	1	0	0	0	0	Devolution of power to local councils has been a slow and uneven process.
3497	devotional	0	0	0	0	0	0	1	0	0	1	A worn devotional book sat on her nightstand for nearly twenty years.
3498	devour	0	0	0	0	0	1	0	0	0	0	Hungry teenagers can devour an entire pizza in less than ten minutes flat.
3499	devout	0	1	0	0	1	0	1	0	0	1	She is devout in her own quiet way, attending the early morning service every Sunday.
3502	dexterity	0	0	0	0	0	0	1	0	0	0	Surgeons need a level of dexterity that takes years of careful training to develop.
3504	diabolical	1	0	1	1	0	1	0	0	0	0	That maze the kids built in the basement is honestly diabolical — I am impressed.
3505	diagnosis	0	1	0	1	0	1	0	0	0	1	Getting a clear diagnosis took three different specialists and almost six months total.
3514	diamond	0	0	0	0	1	0	1	0	0	0	A diamond ring from her grandmother sits in a velvet box on the dresser.
3516	diaper	0	0	1	0	0	0	0	0	0	0	Diaper duty is a great way to bond with a tired new parent friend.
3518	diarrhoea	0	0	1	0	0	0	0	0	0	0	Travelers' diarrhoea ruined the first three days of our otherwise wonderful trip.
3519	diary	0	0	0	0	1	0	1	0	0	1	I started keeping a diary during the long winter and have not stopped since.
3520	diatribe	1	0	1	0	0	1	0	0	0	0	His diatribe against modern art lasted nearly the entire dinner party last night.
3526	dictator	0	0	0	1	0	1	0	0	0	0	The novel imagines a Caribbean island where the dictator is overthrown by chess kids.
3527	dictatorial	1	0	0	0	0	1	0	0	0	0	Her dictatorial style of running meetings made even the most patient employees roll their eyes.
3528	dictatorship	1	1	1	1	0	1	0	1	0	0	Decades of dictatorship ended overnight when the army finally refused to follow orders.
3530	dictionary	0	0	0	0	0	0	1	0	0	1	A pocket dictionary is still useful even in the age of smartphones, especially while traveling.
3531	dictum	0	0	0	0	0	0	0	0	0	1	"Measure twice, cut once" remains the dictum I live by during any home project.
3532	didactic	0	0	0	0	0	0	1	0	0	0	This novel is too didactic for my taste — I prefer subtler storytelling.
3533	die	0	0	0	1	0	1	0	1	0	0	Plants in the front window die quickly if I forget to water them for a week.
3535	dietary	0	1	0	0	0	0	1	0	0	0	Most dietary advice from the 1990s has been seriously revised by current research.
3539	differential	0	0	0	0	0	0	0	0	0	1	The pay differential between the two positions surprised everyone in the department.
3541	differently	0	0	0	0	0	0	0	0	1	0	Things might have turned out differently if we had taken the earlier train.
3543	difficult	0	0	0	1	0	0	0	0	0	0	Today was a difficult day, and I think I have earned an early bedtime.
3544	difficulties	0	0	0	0	0	1	0	1	0	0	Financial difficulties forced her to drop out of grad school for a year.
3545	difficulty	1	0	0	1	0	1	0	1	0	0	Speaking with such confidence in a second language is no minor difficulty.
3551	digit	0	0	0	0	0	0	0	0	0	1	I write down every digit of the phone number twice just to be safe.
3552	dignified	0	0	0	0	0	0	1	0	0	0	His dignified response to the rude question impressed everyone watching the interview.
3553	dignity	0	0	0	0	0	0	1	0	0	1	She handled the layoff with grace and dignity, even on her last day.
3554	digress	0	1	0	0	0	1	0	0	0	0	I do not want to digress, but did you hear about my neighbor's chicken coop disaster?
3556	dike	0	0	0	1	0	0	0	0	0	0	The dike held against the storm surge, sparing the coastal town from disaster.
3557	dilapidated	0	0	1	0	0	1	0	1	0	0	That dilapidated farmhouse on Route 9 has been for sale for at least six years.
3561	diligence	0	0	0	0	0	0	1	0	0	1	Her diligence with the spreadsheet caught an error that would have cost the company thousands.
3564	dilute	0	0	0	0	0	1	0	0	0	0	Dilute the cleaning solution with water before using it on hardwood floors.
3569	diminish	0	0	0	0	0	1	0	1	0	0	One bad review should not diminish the joy of finishing your first novel.
3570	diminished	0	0	0	0	0	1	0	0	0	0	His enthusiasm for fishing has diminished noticeably since his back started bothering him.
3573	din	0	0	0	0	0	1	0	0	0	0	Above the din of the busy restaurant, I could barely hear my friend's good news.
3576	dinner	0	0	0	0	0	0	1	0	0	0	Dinner tonight is whatever we can find in the freezer — sorry, I forgot to shop.
3577	dinosaur	0	0	0	1	0	0	0	0	0	0	My nephew can name every dinosaur in his book, which is more than I can say.
3584	diplomacy	0	1	0	0	0	0	1	0	0	1	Years of diplomacy finally produced a treaty that nobody loves but everybody can live with.
3586	diplomatic	0	0	0	0	0	0	1	0	0	1	A diplomatic answer to a rude question is harder than it sounds.
3587	dire	0	0	1	1	0	1	0	1	1	0	Things were dire for the corner bakery until a viral video brought in new customers.
3591	director	0	0	0	0	0	0	1	0	0	1	Our director of operations has been with the company for nearly twenty years.
3593	dirt	0	0	1	0	0	1	0	0	0	0	Kids will get dirt on their clothes no matter how careful you try to be.
3594	dirty	0	0	1	0	0	1	0	0	0	0	Wash your hands properly — they are dirty after that long bus ride home.
3595	disability	0	0	0	0	0	1	0	1	0	0	A learning disability shouldn't define what you can or can't accomplish in life.
3596	disable	0	0	0	1	0	1	0	1	0	0	Try to disable the auto-correct before typing in any technical document.
3597	disabled	0	0	0	1	0	1	0	1	0	0	My uncle has been disabled since the accident but still volunteers at the library twice a week.
3599	disaffected	0	0	0	0	0	1	0	0	0	0	Disaffected voters often stay home rather than choosing the lesser evil on the ballot.
3600	disagree	1	0	0	0	0	1	0	0	0	0	I respectfully disagree with most of his conclusions, but I admire how he reaches them.
3602	disagreeing	1	0	0	0	0	1	0	1	0	0	Disagreeing with your manager in a meeting is fine if you do it respectfully.
3603	disagreement	1	0	0	0	0	1	0	1	0	0	Our biggest disagreement involves whose family we visit for the holidays.
3605	disallowed	1	0	1	1	0	1	0	1	0	0	Outside food was disallowed at the venue, much to everyone's annoyance.
3606	disappear	0	0	0	1	0	0	0	0	0	0	Socks somehow disappear in the laundry no matter how many I throw in.
3609	disappoint	1	0	1	0	0	1	0	1	0	0	I hate to disappoint you, but the bakery is closed for the entire week.
3610	disappointed	1	0	1	0	0	1	0	1	0	0	Mom looked disappointed when I told her I was not coming home for Easter this year.
3611	disappointing	0	0	0	0	0	1	0	1	0	0	That movie was disappointing, especially given how much hype it received in advance.
3612	disappointment	0	0	1	0	0	1	0	1	0	0	Pure disappointment was the only way to describe how the meeting ended.
3613	disapproval	0	0	0	0	0	1	0	1	0	0	Her disapproval was clear from a single raised eyebrow across the dinner table.
3614	disapprove	1	0	1	1	0	1	0	1	0	0	I strongly disapprove of leaving the dog in the car, even for short errands.
3615	disapproved	1	0	0	0	0	1	0	1	0	0	Mom disapproved of the new hairstyle, which is why I knew I had picked the right one.
3616	disapproving	1	0	1	0	0	1	0	1	0	0	A disapproving look from grandma was usually enough to end any childhood mischief instantly.
3619	disaster	1	0	1	1	0	1	0	1	1	0	Our first attempt at homemade ice cream was a complete disaster, but a delicious one.
3620	disastrous	1	0	0	1	0	1	0	1	0	0	That blind date turned out to be even more disastrous than my friends had warned.
3623	disbelieve	0	0	0	0	0	1	0	0	0	0	I want to disbelieve the news, but every source is reporting the same thing.
3628	discards	0	0	0	0	0	1	0	0	0	0	Bridge players keep their discards in a neat pile beside the table.
3633	discharge	0	0	0	0	0	1	0	0	0	0	Her discharge from the hospital came two days earlier than the doctors had predicted.
3634	disciple	0	0	0	0	0	0	0	0	0	1	Each disciple of the master chef went on to open their own celebrated restaurant.
3635	discipline	0	0	0	1	0	1	0	0	0	0	Real discipline means doing the boring practice even when nobody is watching.
3636	disclaim	1	0	1	0	0	1	0	0	0	1	We must clearly disclaim any responsibility for damages caused by improper use.
3639	disclosed	0	0	0	0	0	0	0	0	0	1	It was finally disclosed that the company had known about the leak for almost a year.
3641	discoloration	0	0	1	0	0	1	0	0	0	0	A discoloration on the ceiling told us the upstairs bathroom was leaking again.
3642	discolored	0	0	1	0	0	1	0	1	0	0	The walls were badly discolored from years of cigarette smoke before the renovation.
3643	discomfort	0	0	0	0	0	1	0	1	0	0	A little discomfort during physical therapy means the exercises are actually working.
3644	disconnect	0	0	0	0	0	1	0	1	0	0	There is a real disconnect between what management says and what employees experience daily.
3645	disconnected	0	0	0	0	0	1	0	1	0	0	I felt disconnected from the entire conversation because I had missed the opening few minutes.
3646	disconnection	0	0	0	0	0	1	0	0	0	0	Brief disconnection from the WiFi reset something in my router and fixed everything.
3647	discontent	1	0	1	1	0	1	0	1	0	0	Worker discontent at the factory finally led to the formation of a union last spring.
3649	discontinue	0	0	0	0	0	1	0	0	0	0	We will discontinue the older model at the end of the current quarter.
3650	discontinuity	0	0	1	1	0	1	0	1	0	0	There is an awkward discontinuity in the middle of the novel that no editor caught.
3652	discord	1	0	1	0	0	1	0	0	0	0	Years of discord between the two families ended at a quiet wedding last August.
3655	discourage	0	0	0	1	0	1	0	1	0	0	Don't let one rejection discourage you from sending the manuscript elsewhere.
3657	discouragement	0	0	0	0	0	1	0	0	0	0	A bit of discouragement is normal in any long project — push through it slowly.
3660	discovery	0	0	0	0	0	0	1	0	0	0	Her accidental discovery of a forgotten attic box led to an entire family history project.
3661	discredit	0	0	0	0	0	1	0	0	0	0	Critics tried to discredit the study, but its methodology held up to scrutiny.
3662	discreet	0	1	0	0	0	0	1	0	0	0	I need someone discreet to handle this delicate situation at work.
3665	discretion	0	1	0	0	0	0	1	0	0	1	Use your discretion about which messages need a fast response and which can wait.
3666	discretionary	0	0	0	0	0	0	1	0	0	0	Most of our discretionary spending goes to books and good coffee, in that order.
3667	discriminate	1	0	0	0	0	1	0	1	0	0	Some plants discriminate between similar pollinators using subtle chemical signals.
3668	discriminating	0	0	1	0	0	1	0	0	0	0	She has a discriminating palate and can identify almost any spice in a sauce.
3669	discrimination	1	0	1	1	0	1	0	1	0	0	Workplace discrimination claims have to be filed within a strict time window.
3672	discussion	0	0	0	0	0	0	1	0	0	0	Our weekly discussion group meets on Tuesdays to talk about whatever book we picked.
3673	disdain	1	0	1	0	0	1	0	0	0	0	I could see disdain on his face when I mentioned my favorite reality show.
3674	disease	1	0	1	1	0	1	0	1	0	0	Lyme disease is much harder to diagnose than most people realize at first.
3675	diseased	0	0	1	1	0	1	0	1	0	0	That diseased oak tree finally had to come down before it fell on the house.
3676	disembodied	0	0	0	1	0	1	0	1	0	0	A disembodied voice from the speaker reminded passengers about the gate change.
3678	disengagement	0	0	0	0	0	1	0	0	0	0	Quiet disengagement from the project told everyone that he was ready to quit.
3679	disfigured	1	0	1	1	0	1	0	1	0	0	Years of harsh sun had disfigured the once-beautiful wooden bench in the garden.
3680	disgrace	1	0	1	0	0	1	0	1	0	0	Cheating on the qualifying exam would be a personal disgrace I could not live with.
3681	disgraced	1	0	1	0	0	1	0	1	0	0	The disgraced senator left office quietly the very next morning after the scandal.
3682	disgraceful	1	0	1	0	0	1	0	0	0	0	That was a disgraceful way to treat a guest who came with a gift.
3683	disgruntled	1	0	1	0	0	1	0	1	0	0	A disgruntled customer left a one-star review that turned out to be totally unfair.
3686	disgust	1	0	1	1	0	1	0	1	0	0	I felt visceral disgust at the mess our cat had made of the spice cabinet.
3687	disgusting	1	0	1	1	0	1	0	0	0	0	Honestly, mixing ketchup and mayonnaise sounds disgusting to me, but my brother loves it.
3689	disheartened	0	0	0	0	0	1	0	1	0	0	I felt disheartened after three rejection letters in the same week, but I kept submitting.
3690	disheartening	0	0	0	0	0	1	0	1	0	0	Reading about the layoffs was disheartening, especially for younger employees just starting out.
3691	dishonest	1	0	1	0	0	1	0	1	0	0	Be honest with the buyer — selling a dishonest car will haunt you forever.
3692	dishonesty	0	0	1	0	0	1	0	0	0	0	Even minor dishonesty in a relationship has a way of growing over time.
3693	dishonor	1	0	1	1	0	1	0	1	0	0	It would dishonor my grandmother's memory to forget the family recipe.
3694	disillusionment	1	0	1	0	0	1	0	1	0	0	Years of disillusionment with the political system finally pushed her to run for office herself.
3697	disinfection	0	0	0	0	0	0	1	0	0	0	Proper disinfection of the cutting board prevents most kitchen-borne illnesses entirely.
3698	disinformation	1	0	0	1	0	1	0	0	0	0	Online disinformation campaigns target social media users in increasingly sophisticated ways.
3699	disingenuous	0	0	1	0	0	1	0	0	0	0	That apology felt disingenuous, like he had been told to make it by his lawyer.
3700	disintegrate	0	0	1	1	0	1	0	0	0	0	Cheap pottery will disintegrate in the dishwasher within a few months of regular use.
3701	disintegration	0	0	0	0	0	1	0	0	0	0	The slow disintegration of the old empire took place over nearly two centuries.
3702	disinterested	0	0	0	0	0	1	0	0	0	0	You need a disinterested third party to settle a dispute fairly between siblings.
3708	dislike	1	0	1	0	0	1	0	0	0	0	I dislike how loud public spaces have become — every store plays music too loudly.
3709	disliked	1	0	0	0	0	1	0	1	0	0	She was widely disliked by the staff but somehow still got promoted last spring.
3710	dislocated	1	0	1	1	0	1	0	1	0	0	He dislocated his shoulder doing something silly at his nephew's birthday party.
3713	dismal	0	0	1	1	0	1	0	1	0	0	Dismal weather all weekend forced us to cancel the long-anticipated camping trip.
3714	dismay	1	1	0	1	0	1	0	1	1	0	Much to my dismay, the cake had collapsed completely while it was cooling.
3715	dismemberment	0	0	1	1	0	1	0	1	0	0	The novel deals with dismemberment in clinical detail that some readers will find difficult.
3717	dismissal	1	0	1	1	0	1	0	1	1	0	Her dismissal from the company came as a shock to almost everyone in the office.
3719	disobedience	1	0	1	0	0	1	0	0	0	0	Mild disobedience as a teenager actually built her independence and confidence.
3720	disobedient	1	0	0	0	0	1	0	0	0	0	Our disobedient puppy still will not sit on command after eight weeks of training.
3721	disobey	1	0	1	0	0	1	0	0	0	0	I will not disobey a clear instruction, but I might quietly question its wisdom afterward.
3722	disorder	0	0	0	1	0	1	0	0	0	0	Mild seasonal affective disorder makes January the hardest month of every year for me.
3723	disorderly	0	0	0	0	0	1	0	0	0	0	Things got disorderly at the back of the meeting when two members started arguing.
3724	disorganized	0	0	0	0	0	1	0	0	0	0	I was so disorganized this morning that I forgot my lunch on the kitchen counter.
3725	disparage	1	0	1	0	0	1	0	1	0	0	I would never disparage my brother's career choice, even though I do not fully understand it.
3726	disparaging	1	0	1	0	0	1	0	1	0	0	His disparaging remarks about the new hire eventually got back to her, naturally.
3728	disparity	1	0	1	0	0	1	0	1	0	0	Income disparity in this neighborhood is much larger than most residents realize.
3729	dispassionate	0	0	0	0	0	1	0	1	0	0	Try to give a dispassionate analysis of the situation, not just an emotional reaction.
3731	dispel	0	0	0	0	0	1	0	1	0	0	Reading the actual study helped dispel several myths I had heard about coffee.
3736	dispersion	0	0	0	0	0	1	0	0	0	0	Wide dispersion of the seeds means the wildflowers should spread across most of the meadow.
3737	displace	0	0	0	0	0	1	0	0	0	0	Construction noise could easily displace the nesting birds from their usual spring site.
3738	displaced	1	0	0	1	0	0	0	1	0	0	Thousands of families were displaced by the flooding along the river last spring.
3741	displeased	1	0	1	1	0	1	0	1	0	0	Mom looked displeased when I admitted I had skipped my dental appointment again.
3742	displeasure	0	0	1	0	0	1	0	0	0	0	Her displeasure was clear from the way she set down her fork mid-bite.
3743	disposal	0	0	0	0	0	1	0	0	0	0	Proper disposal of old electronics requires a trip to the special recycling center.
3744	dispose	0	0	1	0	0	0	0	0	0	0	Always dispose of cooking grease in a sealed container, never down the drain.
3745	disposed	0	1	0	0	0	0	1	0	0	1	I am not disposed to argue about politics over Thanksgiving dinner this year.
3747	dispossessed	1	0	0	1	0	1	0	1	0	0	Dispossessed farmers wandered the countryside for years after the new land laws passed.
3749	dispute	1	0	0	0	0	1	0	0	0	0	Our ongoing dispute with the neighbors finally went to claims court last month.
3750	disqualification	0	0	0	0	0	1	0	0	0	0	A surprise disqualification in round two ended his championship hopes for the year.
3751	disqualified	1	0	1	0	0	1	0	1	0	0	Two runners were disqualified for cutting the course at the last big race.
3752	disqualify	0	0	0	0	0	1	0	1	0	0	Even a single false start can disqualify a swimmer from the entire competition.
3753	disregard	0	0	0	0	0	1	0	0	0	0	Please disregard my last email — I sent it to the wrong client by mistake.
3754	disregarded	0	0	1	0	0	1	0	0	0	0	His warnings about the leak were disregarded until water actually came through the ceiling.
3755	disreputable	1	0	1	1	0	1	0	0	0	0	That bar has a disreputable history but somehow still attracts a loyal weekend crowd.
3757	disrespect	1	0	0	0	0	1	0	0	0	0	No disrespect intended, but I think your math is off by a decimal point.
3758	disrespectful	1	0	1	1	0	1	0	1	0	0	Talking over your grandmother at dinner is genuinely disrespectful and embarrassing for everyone.
3759	disruption	1	0	0	1	0	1	0	0	1	0	Construction noise caused real disruption to our weekly meetings throughout October.
3760	dissatisfaction	0	0	0	0	0	1	0	0	0	0	Customer dissatisfaction with the new packaging led to a quick redesign by the company.
3763	dissection	0	0	1	0	0	0	0	0	0	0	Frog dissection in tenth-grade biology was the moment I knew medical school was not for me.
3764	disseminate	0	0	0	0	0	0	1	0	0	0	Researchers usually disseminate their findings through journals before announcing anything to the public.
3766	dissension	1	0	0	0	0	1	0	0	0	0	Quiet dissension among the senior staff finally became public at last week's town hall.
3768	dissenting	0	0	0	0	0	1	0	0	0	0	Two dissenting opinions were published alongside the majority decision last Friday.
3770	disservice	1	0	1	0	0	1	0	1	0	0	You'd be doing yourself a disservice if you skipped the actual training videos.
3771	dissident	1	0	0	1	0	1	0	0	0	0	A famous dissident writer found refuge in a university town for several years.
3776	dissolution	1	0	0	1	0	1	0	1	1	0	Dissolution of the partnership took almost a year of paperwork and quiet phone calls.
3778	dissonance	1	0	0	0	0	1	0	0	0	0	Cognitive dissonance is what you feel when your favorite musician releases a terrible album.
3783	distaste	0	0	1	0	0	1	0	0	0	0	I noticed her distaste for the offered wine but pretended not to.
3784	distasteful	0	0	1	0	0	1	0	0	0	0	Asking about her divorce on a first date was a distasteful move on his part.
3786	distillation	0	0	0	0	0	0	1	0	0	0	Slow distillation is the secret to a really clean spirit, according to the master distiller.
3787	distinction	0	0	0	0	0	0	1	0	0	0	She graduated with distinction and a stack of student loans bigger than her car.
3793	distorted	0	0	1	0	0	1	0	0	0	0	The bass was so distorted I could barely tell what song the band was playing.
3794	distortion	0	0	0	0	0	1	0	0	0	0	Slight distortion in the audio file made the recording almost unusable for the podcast.
3795	distract	0	0	0	0	0	1	0	0	0	0	Try not to distract the surgeon during the procedure, even with friendly questions.
3796	distracted	1	0	0	0	0	1	0	0	0	0	I got distracted by a text message and burned dinner for the second time this week.
3797	distracting	1	1	0	0	0	1	0	0	0	0	Open offices are distracting in ways nobody really talks about during the hiring process.
3798	distraction	0	0	0	0	0	1	0	0	0	0	Her phone has become a distraction from everything she actually wants to be doing.
3799	distraught	0	0	0	0	0	1	0	1	0	0	Mom was distraught when she realized she had lost her wedding ring at the beach.
3800	distress	1	0	1	1	0	1	0	1	1	0	Visible distress on his face told her something was very wrong before he even spoke.
3801	distressed	0	0	0	1	0	1	0	0	0	0	A distressed cat under the deck took us almost an hour to coax out safely.
3802	distressing	1	0	0	1	0	1	0	0	0	0	Reading about the layoffs was distressing, especially with so many friends affected.
3806	distrust	1	0	1	1	0	1	0	0	0	0	Years of broken promises bred a deep distrust between the two business partners.
3807	disturbance	1	0	0	1	0	1	0	1	1	0	A disturbance at the back of the auditorium briefly interrupted the keynote.
3808	disturbed	1	0	0	0	0	1	0	1	0	0	I was deeply disturbed by what I saw at the abandoned animal shelter.
3809	disuse	0	0	0	0	0	1	0	0	0	0	Years of disuse left the old bandstand badly in need of repair.
3810	disused	1	0	0	0	0	1	0	0	0	0	A disused railway line runs behind our house and makes a lovely walking path.
3813	ditty	0	0	0	0	1	0	1	0	0	0	Grandma sings the same little ditty whenever she makes biscuits from scratch.
3815	divan	0	0	0	0	0	0	0	0	0	1	Her grandmother's old divan still sits in the front parlor, mostly for show.
3820	divergent	0	0	0	0	0	1	0	0	1	0	Divergent paths through the forest meant we had to split up briefly.
3823	diverse	0	0	0	0	0	1	1	0	0	0	A diverse group of students gathered for the international cooking workshop on Saturday.
3824	diversified	0	0	0	0	0	0	1	0	0	0	A diversified portfolio is supposed to protect you from market shocks, mostly.
3826	diversion	0	0	0	0	0	0	1	0	1	0	Road construction created a long diversion through unfamiliar back streets that I oddly enjoyed.
3831	divested	0	0	0	0	0	1	0	0	0	0	After a year of meetings, the university finally divested from the controversial company.
3832	divestment	0	0	0	0	0	1	0	0	0	0	Divestment from fossil fuels has become a serious topic at most major universities.
3836	divination	0	1	0	0	0	0	0	0	0	0	Old forms of divination still appear in modern fantasy novels, often with a twist.
3838	divinity	0	0	0	0	0	0	1	0	0	0	He briefly considered studying divinity before switching to architecture in his second year.
3842	divorce	1	0	1	1	0	1	0	1	1	1	After the divorce, she discovered she actually preferred living alone with her dogs.
3844	dizziness	0	0	0	0	0	1	0	0	0	0	Sudden dizziness when I stood up sent me back to bed for the rest of the morning.
3845	dizzy	0	0	0	0	0	1	0	0	0	0	I always feel a little dizzy after riding the spinning teacups at the fair.
3848	docked	0	0	0	0	0	1	0	0	0	0	My pay was docked an hour because I forgot to clock in on Tuesday.
3850	doctor	0	0	0	0	0	0	1	0	0	1	My doctor finally convinced me to take vitamin D after years of low test results.
3852	doctrine	0	0	0	0	0	0	0	0	0	1	Strict doctrine left little room for the kind of questions she had been asking.
3858	doer	0	0	0	0	0	0	1	0	0	0	She is more of a doer than a planner, which is exactly what this project needs.
3860	dogged	0	0	0	0	0	0	1	0	0	0	Dogged persistence is what got her through three years of medical residency.
3861	dogma	0	0	0	0	0	0	0	0	0	1	Old political dogma is finally starting to crack under the weight of new evidence.
3864	doit	0	0	0	0	0	1	0	0	0	0	A single doit was hardly worth picking up off the muddy street centuries ago.
3865	doldrums	0	0	0	0	0	1	0	1	0	0	I have been in the doldrums since my favorite show ended last week.
3866	dole	0	0	0	0	0	1	0	1	0	0	Years on the dole left him feeling smaller than he wanted to admit.
3867	doll	0	0	0	0	1	0	0	0	0	0	My niece carries her favorite doll everywhere, even to the grocery store.
3869	dolor	0	0	0	0	0	1	0	1	0	0	Quiet dolor settled over the village in the days after the accident.
3870	dolphin	0	0	0	0	1	0	1	0	1	1	A dolphin pod followed our boat for nearly twenty minutes during the morning trip.
3879	dominant	0	0	0	1	0	1	0	0	0	0	Eucalyptus is the dominant tree across most of the hillsides we drove past today.
3880	dominate	1	0	0	1	0	1	1	0	0	0	One loud member can completely dominate a meeting if the chair lets it happen.
3882	domination	1	0	0	1	0	1	0	1	0	0	Total domination of the league lasted exactly one season before injuries hit the roster.
3883	dominion	0	0	0	1	0	0	0	0	0	1	Bears have dominion over this entire valley during the salmon run each fall.
3885	don	0	0	0	0	0	0	1	0	0	1	I don a thick wool coat the moment November arrives, no matter the forecast.
3886	donation	0	0	0	0	0	0	1	0	0	0	A modest donation to the food bank felt like the least I could do.
3887	donkey	0	0	1	0	0	1	0	0	0	0	A friendly donkey at the petting zoo became my niece's favorite animal of the day.
3889	doodle	0	0	0	0	0	1	0	0	0	0	I doodle in the margins of my notebook during long meetings to stay focused.
3890	doom	0	0	0	1	0	1	0	0	0	0	I had a strange sense of doom about the trip that turned out to be unfounded.
3891	doomed	0	0	0	1	0	1	0	1	0	0	The romance was doomed from the moment she discovered they liked different toothpaste brands.
3892	doomsday	1	1	1	1	0	1	0	1	0	0	Old doomsday cults rarely outlive the original prediction by very much.
3905	doubt	0	0	0	1	0	1	0	1	0	1	Without a doubt, this is the best pizza I have ever eaten in my life.
3906	doubtful	0	0	0	0	0	1	0	0	0	0	I am doubtful that the package will arrive in time for the birthday party.
3907	doubting	0	0	0	0	0	1	0	0	0	0	Doubting the weather forecast on the day of a wedding is a serious mistake.
3908	doubtless	0	0	0	0	0	0	1	0	0	1	Doubtless, this winter will bring its share of broken pipes and frozen mornings.
3909	douche	0	0	0	0	0	1	0	0	0	0	"Don't be such a douche," she snapped after he cut in line at the cafeteria.
3912	dour	0	0	0	0	0	1	0	0	0	0	Our dour neighbor surprised everyone last weekend by hosting a birthday party for his cat.
3913	dove	0	1	0	0	1	0	1	0	0	1	A single white dove circled the church just as the wedding ceremony ended.
3915	downfall	0	0	0	1	0	1	0	1	0	0	Pride was his downfall in the end, even though everyone warned him.
3918	downright	0	0	0	0	0	0	0	0	0	1	That was downright rude, and I think you owe him a real apology.
3919	downy	0	0	0	0	0	0	1	0	0	0	A downy soft pillow is the only kind I can sleep on properly.
3923	drab	0	0	0	0	0	1	0	1	0	0	Our office walls are a drab beige that absolutely no one has the energy to repaint.
3924	draft	0	1	0	0	0	0	0	0	0	0	Could you take a look at the draft and let me know what is missing?
3926	dragon	0	0	0	1	0	0	0	0	0	0	Every fantasy novel needs a dragon, even if she only appears for ten pages.
3928	drainage	0	0	0	0	0	1	0	0	0	0	Poor drainage in the garden is why all my tomatoes drowned last spring.
3938	drawback	0	0	0	0	0	1	0	0	0	0	One drawback of working from home is forgetting what day of the week it is.
3942	dread	0	1	0	1	0	1	0	0	0	0	I dread the long meeting on Monday more than the actual work it covers.
3943	dreadful	1	1	1	1	0	1	0	1	0	0	What a dreadful storm — half the trees on our street lost branches overnight.
3944	dreadfully	0	0	1	1	0	1	0	1	1	0	I am dreadfully sorry about forgetting your birthday for the second year in a row.
3949	dreary	0	0	0	0	0	1	0	1	0	0	Three dreary weeks of rain finally ended with a single perfect Saturday morning.
3960	drinking	0	0	0	0	0	1	0	0	0	0	Heavy drinking on weeknights eventually catches up with even the youngest professional.
3963	drivel	0	0	1	0	0	1	0	0	0	0	Most of what passes for political commentary online is honestly drivel and worse.
3968	drone	0	0	0	0	0	1	0	0	0	0	A camera drone hovered above the wedding for nearly twenty minutes during the ceremony.
3969	drool	0	0	1	0	0	0	0	0	0	0	My dog will drool on you the moment you open any kind of food container.
3970	drooping	0	0	0	0	0	1	0	0	0	0	Drooping tulips in the front yard meant I had forgotten to water for too long.
3973	drought	0	0	0	0	0	1	0	0	0	0	Three years of drought have changed how local farmers think about which crops to plant.
3975	drown	0	0	0	1	0	1	0	1	0	0	Don't drown your pasta in sauce — taste it first and adjust slowly.
3976	drowsiness	0	0	0	0	0	1	0	0	0	0	Sudden drowsiness after lunch usually means I had too many carbs at noon.
3978	drudgery	0	0	0	0	0	1	0	0	0	0	What used to feel like drudgery has somehow become a comforting weekend ritual.
3980	drugged	0	0	0	0	0	0	0	1	0	0	He felt drugged after sleeping fourteen hours straight on the long international flight.
3986	drunken	0	0	1	0	0	1	0	0	0	0	A drunken pigeon stumbled across the sidewalk after eating fermented berries from the tree.
